code,name,symbol
"XMX","Caja pequeña de cerillos",""
"XNA","No disponible",""
"XNE","Sin empaque o no empaquetado",""
"XNF","Sin empaque o no empaquetado, unidad simple",""
"XNG","Sin empaque o no empaquetado, unidades múltiples",""
"XNS","Caja nido",""
"XNT","Red",""
"XNU","Red de plástico con tubo",""
"XNV","Red textil con tubo",""
"XOA","Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 40 cm x 60 cm","Pallet de dimensiones 40 centímetros x 60 centímetros."
"XOB","Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 80 cm x 120 cm","Pallet de dimensiones 80 centímetros x 120 centímetros."
"XOC","Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 100 cm x 120 cm","Pallet de dimensiones 100 centímetros x 120 centímetros."
"XOD","Pallet, AS 4068-1993","Pallet con  estándar australiano de dimensiones 115.5 centímetros x 116.5 centímetros."
"XOE","Pallet, ISO T11","Pallet con estándar ISO de dimensiones 110 centímetros x 110 centímetros, prevalente en la región Asia-Pacífico."
"XOF","Plataforma, peso o dimensión no especificada","Plataforma de carga equivalente del Pallet de dimensiones desconocidas o peso desconocido."
"XOK","Bloque","Una pieza sólida de una sustancia dura, tal como granito, que tiene uno o más lados planos."
"XOT","Octabin","Envase estándar de cartón de grandes dimensiones para almacenar por ejemplo verduras, gránulos de plástico u otros productos secos."
"XP2","Charola","Recipiente ancho y abierto, usualmente de metal."
"XPA","Cajetilla","Paquete pequeño."
"XPB","Pallet, Caja combinada y abierta con caja y pallet.",""
"XPC","Paquete postal",""
"XPD","Pallet modular con collares (80cms * 100cms)","Pallet tamaño estándar de dimensiones 80 centímetros por 100 centímetros (cms)."
"XPE","Pallet modular con collares (80cms * 120cms)","Pallet tamaño estándar de dimensiones 80 centímetros por 120 centímetros (cms)."
"XPF","Corral","Pequeño recinto abierto para retener animales."
"XPG","Placa",""
"XPH","Cantaro",""
"XPI","Pleca",""
"XPJ","Canastilla",""
"XPK","Paquete","Unidad de empaque estándar."
"XPL","Balde",""
"XPN","Tablón",""
"XPO","Bolsa pequeña",""
"XPR","Contenedor de plástico","Recipiente de contención de plástico para retener sustancias o artículos."
"XPT","Maceta",""
"XPU","Cacerola",""
"XPV","Tubos, con fleje/ agrupados/ armados",""
"XPX","Pallet","Plataforma o caja abierta, generalmente de madera, en la que se conservan las mercancías para facilitar el manejo mecánico durante el transporte y almacenamiento."
"XPY","Placas con fleje/ agrupados/ armados",""
"XPZ","Tablones con fleje/ agrupados/ armados",""
"XQA","Tambor de acero con cabeza no desmontable",""
"XQB","Tambor de  acero con cabeza extraíble",""
"XQC","Tambor de aluminio con cabeza no extraíble",""
"XQD","Tambor de aluminio con cabeza extraíble",""
"XQF","Tambor, plástico con cabeza no desmontable",""
"XQG","Tambor, plástico, cabeza extraíble",""
"XQH","Barril de madera con tapón",""
"XQJ","Barril de madera con cabeza desprendible",""
"XQK","Bidón de acero con cabeza no desmontable",""
"XQL","Bidón de acero con cabeza desmontable",""
"XQM","Bidón de plástico con cabeza no desmontable",""
"XQN","Bidón de plástico con cabeza extraíble",""
"XQP","Caja de madera natural estándar",""
"XQQ","Caja de madera natural con muros a prueba de filtraciones",""
"XQR","Caja de plástico expandida",""
"XQS","Caja de plástico sólida",""
"XRD","Rod",""
"XRG","Anillo",""
"XRJ","Estante, Perchero para ropa",""
"XRK","Estante",""
"XRL","Carrete","Dispositivo giratorio cilíndrico con un reborde en cada extremo en el que se enrollan los materiales."
"XRO","Rollo",""
"XRT","Red Roja","Material de confinamiento hecho de redes de malla roja para retener artículos (por ejemplo árboles)."
"XRZ","Varillas  con fleje/ agrupados/ armados",""
"XSA","Saco",""
"XSB","Losa",""
"XSC","Cajón poco profundo",""
"XSD","Huso",""
"XSE","Baúl",""
"XSH","Bolsa pequeña hermética",""
"XSI","Patín","Una plataforma o plataforma móvil baja para facilitar el manejo y transporte de mercancías."
"XSK","Carcasa esqueleto",""
"XSL","Hoja de deslizamiento","Láminas de plástico duro se utilizan principalmente como la base sobre la cual apilan mercancías para optimizar el espacio dentro de un contenedor. Puede utilizarse como alternativa a un embalaje paletizado."
"XSM","Hoja de metal",""
"XSO","Carrete pequeño","Contenedor de empaque utilizado en el transporte de artículos tales como alambre, cable, cinta e hilo."
"XSP","Hoja de empaque de plástico",""
"XSS","Cajón de acero",""
"XSU","Maleta",""
"XSV","Sobre de acero",""
"XSW","Envoltorio","Mercancías retenidas en una película de plástico transparente que ha sido envuelta alrededor y luego encogido fuertemente a las mercancías."
"XSY","Manga",""
"XSZ","Hojas  con fleje/ agrupados/ armados",""
"XT1","Tableta","Artículo suelto o sin empaque en forma de barra, bloque o pieza."
"XTB","Tina",""
"XTC","Caja para té",""
"XTD","Tubo plegable",""
"XTG","Contenedor de tanque genérico","Recipiente especialmente construido para el transporte de líquidos y gases a granel."
"XTI","Tierce","Barril de 1/6 parte de tonel"
"XTK","Tanque rectangular",""
"XTL","Tina con tapa",""
"XTN","Hojalata",""
"XTO","Tonel","Barril con capacidad para 982 litros"
"XTR","Maletero",""
"XTS","Estructura",""
"XTT","Bolsa de mano","Una gran bolsa o cesto."
"XTU","Tubo",""
"XTV","Tubo con boquilla","Tubo de plástico, metal o cartón, provisto de una boquilla, que contiene un producto líquido o semilíquido, por ejemplo silicio."
"XTW","Pallet tricapa","Una paleta ligera hecha de cartón ondulado resistente."
"XTY","Tanque cilíndrico",""
"XTZ","Tubos  con fleje/ agrupados/ armados",""
"XUC","Sin empaque",""
"XUN","Unidad","Tipo de paquete compuesto de un solo artículo u objeto, no especificado de otro modo como una unidad de equipo de transporte."
"XVA","Tanque",""
"XVG","Tanque de gas (a 1,031 mbar y 15° C)",""
"XVI","Frasco pequeño",""
"XVK","Paquete transportable","Tipo de cajón de madera."
"XVL","Contenedor para líquidos a granel",""
"XVN","Vehículo","Medio de transporte autopropulsado."
"XVO","Contenedor para sólido de partículas grandes a granel (""nódulos"")",""
"XVP","Envasado al vacío",""
"XVQ","Tanque para Gas licuado (a temperatura / presión anormal)",""
"XVR","Contenedor para sólidos de partículas granulares a granel (Granos)",""
"XVS","Contenedor de chatarra a granel","Chatarra suelta o sin empaquetar transportada a granel."
"XVY","Contenedor para sólido de partículas finas a granel (""polvos"")",""
"XWA","Contenedor de granel intermedio","Recipiente reutilizable hecho de metal, plástico, textiles, madera o materiales compuestos utilizados para facilitar el transporte de sólidos y líquidos a granel en volúmenes manejables."
"XWB","Botella de mimbre",""
"XWC","Contenedor intermedio para gráneles y de acero",""
"XWD","Contenedor intermedio para gráneles y de aluminio",""
"XWF","Contenedor intermedio para gráneles y de metal",""
"XWG","Contenedor intermedio para gráneles y de acero presurizado menor a 10 kpa",""
"XWH","Contenedor intermedio para gráneles y de aluminio, presurizado menor a 10 kpa",""
"XWJ","Contenedor intermedio para gráneles y de metal con una presión de 10 kpa",""
"XWK","Contenedor intermedio para gráneles y de acero para líquido",""
"XWL","Contenedor intermedio para gráneles y de aluminio para líquido",""
"XWM","Contenedor intermedio para gráneles y de metal para líquido",""
"XWN","Contenedor intermedio para gráneles con tejido plástico sin capa con revestimiento",""
"XWP","Contenedor intermedio para gráneles con tejido plástico y recubierto",""
"XWQ","Contenedor intermedio para gráneles con tejido plástico con revestimiento",""
"XWR","Contenedor intermedio para gráneles con tejido plástico, revestido y con forro",""
"XWS","Contenedor intermedio para gráneles con película de plástico",""
"XWT","Contenedor intermedio para gráneles textil sin capa / forro",""
"XWU","Contenedor intermedio para gráneles de madera natural con forro interior",""
"XWV","Contenedor intermedio para gráneles textil recubierto",""
"XWW","Contenedor intermedio para gráneles textil con revestimiento",""
"XWX","Contenedor intermedio para gráneles textil recubierto y con forro",""
"XWY","Contenedor intermedio para gráneles contrachapado con revestimiento interior",""
"XWZ","Contenedor intermedio para gráneles de madera reconstituida con revestimiento interior",""
"XXA","Bolsa de tejido plástico, sin abrigo interior ni forro",""
"XXB","Bolsa de tejido plástico a prueba de filtraciones",""
"XXC","Bolsa de tejido plástico resistente al agua",""
"XXD","Bolsa con película de plástico",""
"XXF","Bolsa textil sin capa ni forro interior",""
"XXG","Bolsa textil a prueba de filtraciones",""
"XXH","Bolsa textil resistente al agua",""
"XXJ","Bolsa de papel multi-pared",""
"XXK","Bolsa de papel multi-pared, resistente al agua",""
"XYA","Empaque compuesto, recipiente de plástico en tambor de acero",""
"XYB","Empaque compuesto, recipiente de plástico en cajas de acero",""
"XYC","Empaque compuesto, recipiente de plástico en tambor de aluminio",""
"XYD","Empaque compuesto, recipiente de plástico en cajón de aluminio",""
"XYF","Empaque compuesto, recipiente de plástico en caja de madera",""
"XYG","Empaque compuesto, recipiente de plástico en tambor de madera contrachapada",""
"XYH","Empaque compuesto, recipiente de plástico en caja de madera contrachapada",""
"XYJ","Empaque compuesto, recipiente de plástico en tambor de fibra",""
"XYK","Empaque compuesto, recipiente de plástico en caja de cartón",""
"XYL","Empaque compuesto, recipiente de plástico en el tambor de plástico",""
"XYM","Empaque compuesto, recipiente de plástico en caja de plástico sólido",""
"XYN","Empaque compuesto, receptáculo de vidrio en tambor de acero",""
"XYP","Empaque compuesto, receptáculo de vidrio en caja de cajas de acero",""
"XYQ","Empaque compuesto, recipiente de vidrio en tambor de aluminio",""
"XYR","Empaque compuesto, receptáculo de vidrio en caja de aluminio",""
"XYS","Empaque compuesto, recipiente de vidrio en caja de madera",""
"XYT","Empaque compuesto, recipiente de vidrio en tambor de madera contrachapada",""
"Xyv","Empaque compuesto, recipiente de vidrio en el cesto de mimbre",""
"XYW","Empaque compuesto, recipiente de vidrio en tambor de fibra",""
"XYX","Empaque compuesto, recipiente de vidrio en caja de cartón",""
"XYY","Empaque compuesto, recipiente de vidrio en paquete de plástico expandible",""
"XYZ","Empaque compuesto, recipiente de vidrio en paquete de plástico sólido",""
"XZA","Contenedor de granel intermedio, papel, multi-pared",""
"XZB","Bolsa grande",""
"XZC","Contenedor intermedio para gráneles de papel, multi-pared y resistente al agua",""
"XZD","Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para sólidos",""
"XZF","Contenedor intermedio para gráneles de plástico rígido, autoportante para sólidos",""
"XZG","Contenedor intermedio para gráneles de plástico rígido, con equipo estructural, presurizado",""
"XZH","Contenedor intermedio para gráneles de plástico rígido, autoportante y presurizado",""
"XZJ","Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para líquidos",""
"XZK","Contenedor intermedio para gráneles de plástico rígido, autoportante, líquidos",""
"XZL","Contenedor intermedio para gráneles, compuesto y de plástico rígido, sólidos",""
"XZM","Contenedor intermedio para gráneles, compuesto y de plástico flexible, sólidos",""
"XZN","Contenedor intermedio para gráneles, compuesto y de plástico rígido, presurizado",""
"XZP","Contenedor intermedio para gráneles, compuesto y de plástico flexible, presurizado",""
"XZQ","Contenedor intermedio para gráneles, compuesto y de plástico rígido, líquidos",""
"XZR","Contenedor intermedio para gráneles, compuesto y de plástico flexible para líquidos",""
"XZS","Contenedor intermedio para gráneles, compuesto",""
"XZT","Contenedor intermedio para gráneles con tablero de fibras",""
"XZU","Contenedor intermedio para gráneles flexible",""
"XZV","Contenedor intermedio para gráneles de metal, distinto del acero",""
"XZW","Contenedor intermedio para gráneles, de madera natural",""
"XZX","Contenedor intermedio para gráneles, de contrachapado",""
"XZY","Contenedor intermedio para gráneles, de madera reconstituida",""
"YDK","Yarda cuadrada","Es una unidad anglosajona de superficie de una yarda de lado."
"YDQ","Yarda cúbica",""
"YL","Cien yardas lineales",""
"YRD","Yarda","Es la unidad de longitud básica en los sistemas de medida utilizados en Estados Unidos, Panamá y Reino Unido.
Equivale a 91.4 centímetros."
